SafetyMargin,Eta,Tau,NumberOfCollisions
0.017421530559659004,0.4321112036705017,0.2590939998626709,27
0.03948473930358887,0.45506370067596436,0.7622498869895935,12
0.025632860139012337,0.0010179700329899788,0.768221378326416,72
0.05593599006533623,0.4272817075252533,0.7459042072296143,0
0.05873546004295349,0.48693281412124634,0.9711127281188965,1
0.04549835994839668,0.8058795928955078,0.43559369444847107,0
0.07440640032291412,0.012660030275583267,0.05107419937849045,0
0.04666129872202873,0.7597687244415283,0.22934719920158386,0
0.07458700984716415,0.5964149832725525,0.6293724179267883,0
0.09783860296010971,0.8044335246086121,0.7580003142356873,0
0.07844105362892151,0.4545609951019287,0.6293994188308716,0
0.02282983995974064,0.14792059361934662,0.12434139847755432,9
0.04761417955160141,0.8302720785140991,0.7660421133041382,1
0.05639069899916649,0.021672239527106285,0.30153051018714905,0
0.014493480324745178,0.32031339406967163,0.26255589723587036,36
0.09575576335191727,0.5512853860855103,0.81072998046875,2
0.038132570683956146,0.11575280129909515,0.6318765878677368,24
0.05350925028324127,0.7545562982559204,0.4129483103752136,0
0.014361130073666573,0.0017646789783611894,0.22824110090732574,62
0.09190060943365097,0.8022912740707397,0.6799169182777405,0
0.05457920953631401,0.565278172492981,0.6874232292175293,12
0.08450475335121155,0.7502548098564148,0.1100625991821289,0
0.0333506315946579,0.08373992145061493,0.32826530933380127,2
0.013358579948544502,0.9166470766067505,0.8683180809020996,122
0.007870067842304707,0.5068588256835938,0.25541558861732483,71
0.03809161111712456,0.6655151844024658,0.9932805895805359,39
0.011409689672291279,0.6442937850952148,0.09224110096693039,7
0.02475995011627674,0.850652277469635,0.7278779745101929,12
0.01027292013168335,0.3582603931427002,0.7411602735519409,162
0.023107150569558144,0.3821113109588623,0.04114967957139015,0
0.07625284045934677,0.34730011224746704,0.8205903768539429,0
0.03993424028158188,0.1674966961145401,0.06907272338867188,0
0.08979043364524841,0.3518736958503723,0.04509561136364937,0
0.0954306572675705,0.008564796298742294,0.6945670247077942,0
0.0021966369822621346,0.5643526911735535,0.39149290323257446,121
0.0005249882233329117,0.41595929861068726,0.6274753212928772,294
0.03705427050590515,0.594387412071228,0.22396239638328552,0
0.023163579404354095,0.31840449571609497,0.7018054723739624,64
0.09037519991397858,0.3169636130332947,0.2825537919998169,0
0.0502130389213562,0.028092820197343826,0.8213338851928711,3
0.05666555091738701,0.3570176959037781,0.9889866709709167,16
0.09803754836320877,0.09245646744966507,0.5746278166770935,0
0.09257113933563232,0.9101287126541138,0.19401049613952637,0
0.061175860464572906,0.28924039006233215,0.6816406846046448,5
0.07547809183597565,0.16270500421524048,0.9910581707954407,7
0.009074200876057148,0.2083812952041626,0.9004951119422913,338
0.09866304695606232,0.4355030953884125,0.436242014169693,0
0.08189283311367035,0.7379847168922424,0.24654969573020935,0
0.029453890398144722,0.3118155896663666,0.5425397753715515,19
0.04850390926003456,0.6361088156700134,0.7543343901634216,0
0.07797662168741226,0.7023134231567383,0.20921370387077332,0
0.09404406696557999,0.9522584080696106,0.1167118027806282,0
0.052815161645412445,0.5650817155838013,0.2843729853630066,0
0.07234804332256317,0.2453158050775528,0.34197020530700684,0
0.061816710978746414,0.35024818778038025,0.08627165853977203,0
0.0034387619234621525,0.2336111068725586,0.9072185754776001,369
0.054131269454956055,0.44291019439697266,0.11165860295295715,0
0.009057722054421902,0.3569697141647339,0.051294561475515366,36
0.058641090989112854,0.4948773980140686,0.35162240266799927,0
0.08866242319345474,0.184764102101326,0.7578731179237366,0
0.06558273732662201,0.12066510319709778,0.045669689774513245,0
0.06211116909980774,0.363660991191864,0.71271151304245,9
0.09214352071285248,0.7466840147972107,0.05723059922456741,0
0.0664149671792984,0.1645268052816391,0.34252169728279114,0
0.06273563951253891,0.3611800968647003,0.09870562702417374,0
0.0391748882830143,0.5907719135284424,0.4201025068759918,2
0.049142640084028244,0.6114605069160461,0.6353806257247925,0
0.0015414250083267689,0.15718680620193481,0.438964307308197,252
0.04924140125513077,0.32810458540916443,0.003479696111753583,3
0.0701378732919693,0.12106779962778091,0.6096422076225281,0
0.08878917247056961,0.4614067077636719,0.6802154183387756,0
0.09778653830289841,0.8197323083877563,0.9579182863235474,0
0.03757257014513016,0.44155290722846985,0.10291039943695068,0
0.0618981309235096,0.42627811431884766,0.20896370708942413,0
0.08834449201822281,0.9392167925834656,0.20447470247745514,0
0.0268448106944561,0.4826464056968689,0.07732834666967392,0
0.05476260185241699,0.4668950140476227,0.7943124771118164,0
0.0019475240260362625,0.18026970326900482,0.06830684840679169,79
0.0658455416560173,0.11605890095233917,0.8128532767295837,7
0.04909465089440346,0.1724431961774826,0.896083414554596,72
0.08588402718305588,0.8310881853103638,0.5299376249313354,0
0.08090248703956604,0.30518949031829834,0.6114550828933716,0
0.06334718316793442,0.1331363022327423,0.5787320137023926,0
0.042330749332904816,0.5613710284233093,0.3953135907649994,0
0.041710689663887024,0.5438418984413147,0.20825490355491638,0
0.055536530911922455,0.4883964955806732,0.7188094854354858,15
0.08379650861024857,0.38147610425949097,0.7347033023834229,5
0.06147142872214317,0.8365796804428101,0.09107500314712524,0
0.04352835938334465,0.6506868004798889,0.6997941136360168,4
0.016906969249248505,0.6121702194213867,0.1207578033208847,0
0.05468127876520157,0.08722154796123505,0.11712759733200073,0
0.09250037372112274,0.09554920345544815,0.43001940846443176,0
0.021752269938588142,0.07914041727781296,0.2362551987171173,33
0.08212479203939438,0.981035590171814,0.7190873026847839,0
0.012281210161745548,0.15119780600070953,0.530814528465271,154
0.06633655726909637,0.40178439021110535,0.321879506111145,0
0.01181160006672144,0.7726988792419434,0.7102239727973938,102
0.09125103056430817,0.24216550588607788,0.16448329389095306,0
0.01802147924900055,0.7628337740898132,0.31944000720977783,0
0.042387571185827255,0.1488724946975708,0.2944963872432709,0
0.06403046101331711,0.3750571012496948,0.7075756192207336,4
0.02544569969177246,0.7208272814750671,0.9004185199737549,53
0.054745450615882874,0.4714480936527252,0.9214935898780823,5
0.02131389081478119,0.6751574277877808,0.9419466257095337,58
0.09245630353689194,0.31440821290016174,0.9026846289634705,1
0.0882878378033638,0.3163231909275055,0.2607089877128601,0
0.09384985268115997,0.8803300261497498,0.4766044020652771,0
0.046160321682691574,0.876863420009613,0.8441029191017151,10
0.06387680768966675,0.0367293506860733,0.9215124249458313,18
0.08300839364528656,0.7383024096488953,0.9672363996505737,0
0.019608929753303528,0.9895169734954834,0.38135528564453125,0
0.007390359882265329,0.851985514163971,0.12319300323724747,7
0.02948593907058239,0.37908101081848145,0.6283966898918152,24
0.009700817987322807,0.30876779556274414,0.3351077139377594,105
0.010263309814035892,0.8896709084510803,0.6635879874229431,48
0.008038780651986599,0.3248361051082611,0.45377829670906067,155
0.0495440810918808,0.03471726179122925,0.339428186416626,0
0.009521489962935448,0.2324575036764145,0.6395077705383301,152
0.018841879442334175,0.1453385055065155,0.8655123710632324,122
0.0032197090331465006,0.8014125227928162,0.7418609857559204,228
0.0017920780228450894,0.16418489813804626,0.3522852063179016,122
0.052156999707221985,0.19748039543628693,0.12303829938173294,0
0.08687452971935272,0.15163199603557587,0.126418799161911,0
0.07121506333351135,0.26576828956604004,0.3751314878463745,0
0.000582509208470583,0.2350497990846634,0.2153020054101944,208
0.03981468081474304,0.9115468263626099,0.11507389694452286,0
0.003979504108428955,0.07122255861759186,0.7319561243057251,410
0.08046025037765503,0.40640389919281006,0.9563363194465637,5
0.07718256115913391,0.9793195724487305,0.057629071176052094,0
0.08973479270935059,0.0009830708149820566,0.8255369067192078,8
5.3575538913719356e-05,0.4074363112449646,0.20039460062980652,116
0.06396160274744034,0.13118289411067963,0.9047625064849854,0
0.06128288060426712,0.15570630133152008,0.5164812803268433,0
0.07027745246887207,0.19609229266643524,0.2915669083595276,0
0.08248039335012436,0.6820052862167358,0.5158333778381348,0
0.04594311863183975,0.6579716205596924,0.882876992225647,8
0.08667416125535965,0.7532603740692139,0.1860623061656952,0
0.06767141073942184,0.687638521194458,0.43331798911094666,0
0.035677719861269,0.12615449726581573,0.5316752791404724,26
0.049222059547901154,0.5691400170326233,0.10086189955472946,0
0.04003585875034332,0.5418887734413147,0.8635337948799133,1
0.06476051360368729,0.1974211037158966,0.8860883712768555,0
0.07146438211202621,0.575383186340332,0.25654369592666626,0
0.08177775889635086,0.1333761066198349,0.5264225006103516,7
0.03487074002623558,0.3751685917377472,0.5768851041793823,1
0.04421129822731018,0.01238712016493082,0.30043160915374756,8
0.012525769881904125,0.46498560905456543,0.6250532269477844,174
0.09628178179264069,0.7065554857254028,0.6457064747810364,0
0.08273880183696747,0.395381897687912,0.9858644008636475,0
0.0873456671833992,0.04084156081080437,0.8985003232955933,0
0.06804219633340836,0.3289530873298645,0.18931500613689423,0
0.09015820175409317,0.4622718095779419,0.6952980756759644,0
0.09878452867269516,0.35747888684272766,0.2188282012939453,0
0.02155805006623268,0.4172618091106415,0.6933794021606445,69
0.00594799779355526,0.7482230067253113,0.6289296746253967,131
0.02993330918252468,0.45141109824180603,0.7902625203132629,43
0.08994690328836441,0.8874604105949402,0.06784985214471817,0
0.04487336054444313,0.5426014065742493,0.7750992178916931,8
0.08572479337453842,0.8613029718399048,0.7703068852424622,0
0.058731820434331894,0.4234825074672699,0.5830984115600586,0
0.08030494302511215,0.593285322189331,0.7138078212738037,0
0.001995316008105874,0.708916187286377,0.6526662111282349,199
0.04761749878525734,0.5911505222320557,0.4908713102340698,0
0.03369192034006119,0.29254409670829773,0.606784999370575,1
0.08528131246566772,0.9446499943733215,0.8723129034042358,0
0.0543542318046093,0.43573489785194397,0.13944220542907715,0
0.05791379138827324,0.942651629447937,0.11409659683704376,0
0.08440683782100677,0.43860840797424316,0.46443408727645874,0
0.04323982819914818,0.431151807308197,0.926607072353363,11
0.015032810159027576,0.7230734825134277,0.3556937873363495,6
0.04449963942170143,0.46920448541641235,0.38957270979881287,0
0.014574980363249779,0.47226399183273315,0.4864571988582611,62
0.02369711920619011,0.11048460006713867,0.04366979002952576,33
0.033229559659957886,0.7165126204490662,0.09331454336643219,0
0.013329019770026207,0.8773338794708252,0.8037062287330627,58
0.06555995345115662,0.18376590311527252,0.053776610642671585,0
0.0632876306772232,0.8343768119812012,0.4687645137310028,0
0.049783121794462204,0.8478438258171082,0.16788159310817719,0
0.07113303989171982,0.42165258526802063,0.8532472848892212,4
0.054600078612565994,0.677875280380249,0.26011618971824646,0
0.037740688771009445,0.983578622341156,0.8447160124778748,4
0.044085338711738586,0.9740713834762573,0.5912867784500122,0
0.01303710974752903,0.8416228294372559,0.4449796974658966,6
0.006784234195947647,0.7726777791976929,0.9269208908081055,236
0.0551203191280365,0.5907217860221863,0.7354156970977783,14
0.010630380362272263,0.9000067114830017,0.18683549761772156,3
0.0659998282790184,0.6170570850372314,0.5766059160232544,0
0.022541360929608345,0.6115536093711853,0.29539990425109863,0
0.07400497049093246,0.15416279435157776,0.4462217092514038,0
0.05129588022828102,0.6779556274414062,0.3655495047569275,0
0.09623680263757706,0.5619537234306335,0.35718169808387756,0
0.06204051151871681,0.6988329887390137,0.5928934216499329,0
0.09503424167633057,0.5548884868621826,0.8729528784751892,0
0.09716717898845673,0.6245868802070618,0.6685007214546204,0
0.09502550959587097,0.6450393199920654,0.05341966077685356,0
0.03746416047215462,0.25931230187416077,0.30143308639526367,0
0.08724214136600494,0.8076189756393433,0.7915334105491638,0
0.07017163187265396,0.7871649265289307,0.7227054834365845,0
0.07564239203929901,0.042991090565919876,0.6742056012153625,0
0.09462538361549377,0.31106019020080566,0.22812889516353607,0
0.021076759323477745,0.1113307997584343,0.7912226915359497,115
0.07259079813957214,0.30842289328575134,0.9234457015991211,0
0.08934716880321503,0.9285200834274292,0.4590151906013489,0
0.08042506128549576,0.2452871948480606,0.02420846000313759,0
0.09258753061294556,0.31881269812583923,0.12774580717086792,0
0.030091479420661926,0.33218058943748474,0.9341760873794556,80
0.01395092997699976,0.44783729314804077,0.9692742824554443,138
0.06234109029173851,0.9955981969833374,0.1085290014743805,0
0.052350230515003204,0.7188915014266968,0.5610471963882446,0
0.07006513327360153,0.7050271034240723,0.48436349630355835,0
0.07157202810049057,0.46498599648475647,0.6795631051063538,0
0.07022100687026978,0.15699179470539093,0.7963637709617615,23
0.04930547997355461,0.1918126940727234,0.3594842851161957,0
0.08010309934616089,0.4694485068321228,0.8120669722557068,0
0.03349430114030838,0.0674852728843689,0.8739393949508667,68
0.016335440799593925,0.5290768146514893,0.8512037992477417,63
0.08565592020750046,0.7245643734931946,0.40750131011009216,0
0.05789745971560478,0.6037762761116028,0.20538769662380219,0
0.056831151247024536,0.41606810688972473,0.7057862281799316,0
0.09765081107616425,0.3853127062320709,0.569025993347168,0
0.04885609820485115,0.4083595871925354,0.39009150862693787,0
0.04106331989169121,0.3224363923072815,0.4819943904876709,13
0.028613930568099022,0.6964691877365112,0.7129552960395813,19
0.03685519099235535,0.27702629566192627,0.8709865808486938,46
0.09734520316123962,0.4349867105484009,0.9250338077545166,0
0.05440172925591469,0.5009965896606445,0.9130958914756775,0
0.06561431288719177,0.7864375114440918,0.6942768096923828,0
0.06221088021993637,0.19151949882507324,0.4976637065410614,0
0.099212646484375,0.9537625908851624,0.8412417769432068,0
0.04866480082273483,0.2579987943172455,0.5396834015846252,4
0.07206554710865021,0.7272801995277405,0.1992190033197403,0
0.03913094103336334,0.9275587797164917,0.17136000096797943,0
0.0748361274600029,0.5061565041542053,0.1287384033203125,0
0.07454714924097061,0.10606490075588226,0.6977779269218445,15
0.012751909904181957,0.7691532969474792,0.9016953110694885,95
0.01232144981622696,0.9970942735671997,0.1641390025615692,4
0.06459241360425949,0.8513187170028687,0.5400832295417786,0
0.04153195023536682,0.9900085926055908,0.7205380797386169,5
0.08138729631900787,0.6684033870697021,0.6470984816551208,0
0.087082140147686,0.3338732123374939,0.9621549248695374,0
0.09974098950624466,0.16324259340763092,0.3262079060077667,0
0.09892860054969788,0.5506858229637146,0.293434202671051,0
0.050104670226573944,0.2962898910045624,0.9658061265945435,14
0.007393911015242338,0.9810267090797424,0.6812422871589661,76
0.005753070116043091,0.5067260265350342,0.981974184513092,482
0.017730070278048515,0.04325032979249954,0.22781430184841156,37
0.0315859317779541,0.5864533185958862,0.8946993947029114,4
0.03148680180311203,0.4781455099582672,0.5983232855796814,20
0.07475890964269638,0.15909630060195923,0.30842581391334534,0
0.057572141289711,0.6470916271209717,0.6449187994003296,1
0.0236504003405571,0.24963520467281342,0.2982921898365021,8
0.02772337943315506,0.9728419780731201,0.31865060329437256,0
0.09088128060102463,0.04324015974998474,0.5993158221244812,0
0.07043462246656418,0.24208469688892365,0.40641579031944275,4
0.036063630133867264,0.7957044243812561,0.5783661007881165,0
0.012814410030841827,0.10517209768295288,0.9640833139419556,256
0.03436765819787979,0.38954100012779236,0.9996175169944763,60
0.056123118847608566,0.16029390692710876,0.7597628235816956,15
0.06430228054523468,0.8294432759284973,0.6401327848434448,0
0.04888549819588661,0.15133939683437347,0.4533819854259491,8
0.023588480427861214,0.26379409432411194,0.26793810725212097,12
0.09445016831159592,0.08250925689935684,0.8811594843864441,0
0.09340610355138779,0.9698927998542786,0.5689154267311096,0
0.07931272685527802,0.7802404165267944,0.7044355869293213,0
0.06291019916534424,0.9940466284751892,0.33889520168304443,0
0.025961270555853844,0.7904744744300842,0.5725423097610474,4
0.003996296785771847,0.5238332748413086,0.05501367151737213,59
0.07288186252117157,0.7181761860847473,0.03998935967683792,0
0.05771873891353607,0.08482017368078232,0.5294526815414429,19
0.032253701239824295,0.6997566819190979,0.7279720902442932,21
0.04760836064815521,0.03653445094823837,0.15681840479373932,2
0.00014333019498735666,0.7765585780143738,0.7802448272705078,309
0.03363649919629097,0.2219478040933609,0.31184589862823486,4
0.06495174765586853,0.4311909079551697,0.031213099136948586,0
0.0445854589343071,0.12662120163440704,0.34776198863983154,0
0.04760245978832245,0.24507449567317963,0.74534672498703,2
0.07205449044704437,0.846233606338501,0.4535660147666931,0
0.026314489543437958,0.866637110710144,0.8920189738273621,29
0.061779290437698364,0.795738697052002,0.390639990568161,0
0.04445026069879532,0.26352378726005554,0.9495642185211182,86
0.0023241830058395863,0.8510658144950867,0.449425607919693,123
0.07349102199077606,0.07187700271606445,0.8033887147903442,8
0.07579073309898376,0.7747650146484375,0.4531283974647522,0
0.057009290903806686,0.0772458165884018,0.7022011876106262,4
0.07850293815135956,0.0856962725520134,0.8842117786407471,0
0.036005958914756775,0.22279790043830872,0.8172348141670227,48
0.07404255121946335,0.35178840160369873,0.6189256906509399,0
0.044037528336048126,0.8305075168609619,0.08593569695949554,0
0.026825979351997375,0.5705316066741943,0.4791642129421234,5
0.036386750638484955,0.28048619627952576,0.2918846011161804,9
0.04164497181773186,0.08111173659563065,0.16448989510536194,1
0.01727643981575966,0.6726173162460327,0.7865580916404724,79
0.05268077179789543,0.012737680226564407,0.4299730062484741,13
0.06078045070171356,0.9655389785766602,0.02759486995637417,0
0.0868092030286789,0.48352861404418945,0.7930067777633667,0
0.03973861038684845,0.9310129880905151,0.9875758290290833,15
0.03761934116482735,0.005369598977267742,0.5518503785133362,13
0.036011070013046265,0.539685070514679,0.07688631117343903,0
0.061627209186553955,0.43691471219062805,0.5376474857330322,0
0.023754119873046875,0.7777023911476135,0.6073412895202637,5
0.031154440715909004,0.14163030683994293,0.9315087795257568,136
0.08465980738401413,0.3204081058502197,0.1672345995903015,0
0.08215814083814621,0.3739506006240845,0.32274580001831055,0
0.0789828971028328,0.8461487889289856,0.7056602835655212,0
0.02535008080303669,0.9343233704566956,0.04157768934965134,0
0.020814519375562668,0.8841714859008789,0.2941282093524933,1
0.02839813008904457,0.3698394000530243,0.9342625737190247,45
0.042223069816827774,0.5115243196487427,0.6205064058303833,4
0.05895543098449707,0.9717941284179688,0.908252477645874,8
0.07963190972805023,0.18143819272518158,0.16681990027427673,0
0.0450826995074749,0.2744598090648651,0.19092309474945068,0
0.09481091797351837,0.6501535773277283,0.7774264812469482,0
0.018604660406708717,0.9615585207939148,0.9342275857925415,96
0.031392358243465424,0.18899740278720856,0.3478446900844574,12
0.09095718711614609,0.43140169978141785,0.6581776142120361,0
0.0031013120897114277,0.9925023913383484,0.12734749913215637,6
0.08841454237699509,0.6481326818466187,0.9668871164321899,0
0.08445122092962265,0.18756119906902313,0.9571738839149475,0
0.08651172369718552,0.1471198946237564,0.4639109969139099,0
0.09556835889816284,0.1481533944606781,0.1630752980709076,0
0.05848567932844162,0.07506660372018814,0.37412959337234497,0
0.006823782809078693,0.6239274144172668,0.42752671241760254,46
0.03811445087194443,0.7809038758277893,0.08226676285266876,0
0.07239770144224167,0.8587949275970459,0.19194500148296356,0
0.011226460337638855,0.22250820696353912,0.21155330538749695,55
0.0848892331123352,0.224612295627594,0.09975610673427582,0
0.029398540034890175,0.19981400668621063,0.8596981167793274,79
0.07489555329084396,0.9910935759544373,0.5863779783248901,0
0.04276039078831673,0.8093150854110718,0.21089349687099457,0
0.018820859491825104,0.8240054845809937,0.856389582157135,118
0.06092144176363945,0.5718839168548584,0.26336270570755005,0
0.05106616020202637,0.3601999878883362,0.09338214248418808,0
0.0415395088493824,0.960007905960083,0.22117020189762115,0
0.012966089881956577,0.41950860619544983,0.3627468943595886,71
0.021486930549144745,0.22997769713401794,0.5212951898574829,32
0.032389238476753235,0.033992569893598557,0.8776772022247314,93
0.07099635154008865,0.6024026870727539,0.0014371339930221438,0
0.0012569839600473642,0.29958540201187134,0.1535302996635437,116
0.08238737285137177,0.9610530138015747,0.5890583992004395,0
0.0051687490195035934,0.22136490046977997,0.4404563903808594,200
0.005834192968904972,0.7716683745384216,0.940112292766571,174
0.015868399292230606,0.2620247006416321,0.5605298280715942,59
0.09758731722831726,0.6083087921142578,0.7829046845436096,0
0.023048320785164833,0.2887380123138428,0.030377229675650597,5
0.044776421040296555,0.8114035725593567,0.21409930288791656,0
0.0778689906001091,0.959246814250946,0.18482880294322968,0
0.08840712904930115,0.5020141005516052,0.5624905824661255,0
0.0035376090090721846,0.6724538207054138,0.03605423867702484,26
0.05858302861452103,0.7781351208686829,0.7170652747154236,0
0.04036878049373627,0.5941501259803772,0.8703346252441406,25
0.051882099360227585,0.17339999973773956,0.08005689084529877,0
0.03573928028345108,0.9241706728935242,0.7112110257148743,1
0.07880184054374695,0.7378215193748474,0.2271759957075119,0
0.017299670726060867,0.6500996947288513,0.6552717089653015,41
0.04101786017417908,0.09089536219835281,0.6981974840164185,39
0.032769471406936646,0.6613289713859558,0.11627700179815292,0
0.04810013994574547,0.2067779004573822,0.8106384873390198,10
0.009031889960169792,0.13945449888706207,0.8567739725112915,394
0.04933729022741318,0.20253360271453857,0.7462329864501953,0
0.06323382258415222,0.17562009394168854,0.93402498960495,0
0.07659132778644562,0.4377458095550537,0.9994447827339172,33
0.02457500994205475,0.6282349228858948,0.2647266983985901,0
0.07907860726118088,0.0739261731505394,0.25677570700645447,0
0.07478109002113342,0.14243009686470032,0.3842461109161377,0
0.06817402690649033,0.934860110282898,0.787442684173584,0
0.005977873224765062,0.6461486220359802,0.17364700138568878,22
0.014816779643297195,0.1532159000635147,0.9440820813179016,334
0.043813928961753845,0.010065870359539986,0.17763780057430267,4
0.030797049403190613,0.8110691905021667,0.9885430932044983,13
0.09210958331823349,0.6905670166015625,0.5026922225952148,0
0.08878911286592484,0.7436590194702148,0.24014359712600708,0
0.013444039970636368,0.04831380024552345,0.4114243984222412,60
0.07352563738822937,0.02274831011891365,0.2029827982187271,0
0.006653923075646162,0.9214345216751099,0.440123587846756,26
0.004571153782308102,0.8861448168754578,0.14639240503311157,3
0.00465915584936738,0.44327330589294434,0.9317579865455627,284
0.01699713058769703,0.17585380375385284,0.44008031487464905,60
0.008854403160512447,0.9438502192497253,0.5061460137367249,15
0.014796869829297066,0.377228707075119,0.47904759645462036,68
0.007457599975168705,0.042865410447120667,0.2198040932416916,96
0.09300495684146881,0.42385318875312805,0.11404400318861008,0
0.0825326070189476,0.08112906664609909,0.4747847020626068,1
0.09766122698783875,0.4019832909107208,0.23994669318199158,0
0.04846873879432678,0.5106136798858643,0.17551520466804504,0
0.049043409526348114,0.4510264992713928,0.6242033243179321,8
0.060945119708776474,0.8329533934593201,0.07678835093975067,0
0.041362129151821136,0.054412659257650375,0.673260509967804,10
0.06854434311389923,0.44296589493751526,0.18840959668159485,0
0.07052302360534668,0.7493423223495483,0.8085767030715942,11
0.03697220981121063,0.7106878757476807,0.8715826869010925,17
0.07688706368207932,0.9108303189277649,0.25150710344314575,0
0.04067077115178108,0.03811823949217796,0.049657680094242096,0
0.04624424874782562,0.8885118961334229,0.2752971053123474,0
0.0746481865644455,0.21583980321884155,0.9569013714790344,0
0.03951193019747734,0.4027216136455536,0.2253970056772232,0
0.08752976357936859,0.4948137104511261,0.5222238898277283,0
0.05907372012734413,0.3159503936767578,0.20074500143527985,0
0.0017719080206006765,0.5525823831558228,0.1624213010072708,51
0.04550018161535263,0.3394224941730499,0.6003201007843018,0
0.07532448321580887,0.4909623861312866,0.18689529597759247,0
0.08046077936887741,0.1665785014629364,0.5196936130523682,0
0.008688412606716156,0.44305410981178284,0.13451530039310455,31
0.09633126854896545,0.6933981776237488,0.8345171809196472,0
0.07201310247182846,0.7321091294288635,0.06825760006904602,0
0.07732229679822922,0.0037208490539342165,0.48739659786224365,1
0.08857619762420654,0.9406725168228149,0.04995312914252281,0
0.06307759135961533,0.40124228596687317,0.014562110416591167,0
0.05096388980746269,0.29948270320892334,0.617195725440979,0
0.06686100363731384,0.4669192135334015,0.20234720408916473,0
0.01737936958670616,0.12290599942207336,0.6502612829208374,114
0.07731650769710541,0.5139433145523071,0.9218934178352356,0
0.010873230174183846,0.7479054927825928,0.1828071027994156,2
0.013008800335228443,0.12374039739370346,0.2718701958656311,76
0.08094873279333115,0.8935946822166443,0.3098379075527191,0
0.0633753091096878,0.39637330174446106,0.25428470969200134,0
0.08705195784568787,0.7133516073226929,0.6273788809776306,0
0.0825369730591774,0.7028310894966125,0.1575355976819992,0
0.03189152106642723,0.4323548972606659,0.8406198024749756,39
0.002590239979326725,0.35157400369644165,0.030591899529099464,39
0.05634418874979019,0.5095785856246948,0.9911028742790222,0
0.0007117658969946206,0.22616440057754517,0.8317829966545105,511
0.0064815739169716835,0.06045825034379959,0.6919527053833008,262
0.05223948881030083,0.9173855185508728,0.35617080330848694,0
0.06878344714641571,0.7040932774543762,0.645337700843811,0
0.04091756045818329,0.25185859203338623,0.02383410930633545,0
0.07520868629217148,0.8797432780265808,0.11009710282087326,0
0.018417980521917343,0.6502941250801086,0.3222407102584839,9
0.012658519670367241,0.22261379659175873,0.1285856068134308,48
0.03540739044547081,0.8316013813018799,0.30640649795532227,0
0.0930071696639061,0.07613091170787811,0.5927327871322632,0
0.012142409570515156,0.951136589050293,0.8181098103523254,110
0.07550503313541412,0.8714194297790527,0.5629541873931885,0
0.04083976894617081,0.7176777124404907,0.12796249985694885,0
0.05578076094388962,0.9020615220069885,0.37655049562454224,0
0.0357506088912487,0.8966466784477234,0.6915051937103271,5
0.012736139819025993,0.5792632102966309,0.8618381023406982,106
0.07737092673778534,0.5520697832107544,0.6768953204154968,0
0.03730501979589462,0.13865269720554352,0.058473020792007446,2
0.001468281028792262,0.7106289863586426,0.038528770208358765,32
0.020318280905485153,0.4664013087749481,0.8608129024505615,88
0.053307000547647476,0.8888788819313049,0.8803880214691162,0
0.06133593991398811,0.8151487708091736,0.5388963222503662,0
0.028993580490350723,0.698623776435852,0.016059789806604385,0
0.009499545209109783,0.04222499951720238,0.42536309361457825,141
0.033995479345321655,0.7377548813819885,0.7734761834144592,4
0.04643801972270012,0.5885459780693054,0.24370990693569183,0
